table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
unique	908	Armor of Warmth		1		plt	plate mail	armor	normal	tors		25	24	-1	28	0	plt	xlt	ult
unique	90	Boneflesh		1		plt	Plate Mail	armor	normal	tors		25	24	-1	26	0	plt	xlt	ult
unique	909	Celestial Revelation		1		plt	plate mail	armor	normal	tors		25	24	-1	35	0	plt	xlt	ult
unique	898	The Shadowed One		1		rng	ring mail	armor	normal	tors		12	11	-1	19	0	rng	xng	ung
unique	896	Scarab of Protection		1		stu	studded leather	armor	normal	tors		12	8	-4	17	0	stu	xtu	utu
unique	84	Twitchthroe		1		stu	Studded Leather	armor	normal	tors		12	8	-4	16	0	stu	xtu	utu
unique	85	Darkglow		1		rng	Ring Mail	armor	normal	tors		17	11	-6	25	0	rng	xng	ung
unique	894	Gloomform		1		hla	hard leather	armor	normal	tors		12	5	-7	15	0	hla	xla	ula
unique	905	Shattering Blow		1		brs	breast plate	armor	normal	tors		25	18	-7	40	0	brs	xrs	urs
unique	83	The Centurion		1		hla	Hard Leather	armor	normal	tors		12	5	-7	14	0	hla	xla	ula
unique	81	Greyform		1		qui	Quilted Armor	armor	normal	tors		10	1	-9	7	0	qui	xui	uui
unique	1159	Wintershock		1		amc	Grand Matron Bow	weapon	elite	abow		84	78	-6	87	58	am2	am7	amc
unique	1158	Laurana's Elven Bow		1		amb	Matriarchal Bow	weapon	elite	abow		60	53	-7	73	39	am1	am6	amb
unique	1160	Quicksilver		1		amc	Grand Matron Bow	weapon	elite	abow		85	78	-7	81	58	am2	am7	amc
unique	1152	Heartpiercer		1		amc	Grand Matron Bow	weapon	elite	abow		90	78	-12	90	58	am2	am7	amc
unique	335	Blood Raven's Charge		1		amb	matriarchal bow	weapon	elite	abow		81	53	-28	75	39	am1	am6	amb
unique	1154	Abyssal Torment		1		amb	Matriarchal Bow	weapon	elite	abow		90	53	-37	90	39	am1	am6	amb
unique	666	Kuo-Toa's Plague		1		amf	matriarchal javelin	weapon	elite	ajav	1wep	50	65	15	65	48	am5	ama	amf
unique	341	Thunderstroke		1		amf	matriarchal javelin	weapon	elite	ajav	1wep	50	65	15	65	48	am5	ama	amf
unique	1166	Pegasus Wing		1		amf	matriarchal javelin	weapon	elite	ajav	1wep	85	65	-20	80	48	am5	ama	amf
unique	1176	Manticore's Retort		1		ame	Matriarchal Pike	weapon	elite	aspe		64	81	17	70	60	am4	am9	ame
unique	319	Stoneraven		1		amd	matriarchal spear	weapon	elite	aspe		55	61	6	64	45	am3	am8	amd
unique	1174	Valkyrie's Calling		1		amd	matriarchal spear	weapon	elite	aspe		64	61	-3	73	45	am3	am8	amd
unique	1175	Amanda's Point		1		ame	matriarchal pike	weapon	elite	aspe		85	81	-4	80	60	am4	am9	ame
unique	386	Cranebeak		1		7mp	war spike	weapon	elite	axe	1wep	50	79	29	63	59	mpi	9mp	7mp
unique	317	Death Cleaver		1		7wa	berserker axe	weapon	elite	axe	1wep	70	85	15	70	64	wax	9wa	7wa
unique	258	Messerschmidt's Reaver		1		7ga	Champion Axe	weapon	elite	axe	slam	70	82	12	70	61	gax	9ga	7ga
unique	492	Heroes Welcome		1		7ga	champion axe	weapon	elite	axe	slam	75	82	7	79	61	gax	9ga	7ga
unique	467	Frost Wyrm		1		7wa	berserker axe	weapon	elite	axe	1wep	80	85	5	84	64	wax	9wa	7wa
unique	493	Nameless Horror		1		7gi	glorious axe	weapon	elite	axe	slam	80	85	5	84	66	gix	9gi	7gi
unique	466	Elder Tojanida		1		7mp	war spike	weapon	elite	axe	1wep	75	79	4	80	59	mpi	9mp	7mp
unique	491	Dyer's Eve		1		7bt	decapitator	weapon	elite	axe	slam	71	73	2	73	54	btx	9bt	7bt
unique	318	Executioner's Justice		1		7gi	glorious axe	weapon	elite	axe	slam	83	85	2	85	66	gix	9gi	7gi
unique	464	Moon Blade		1		7ax	Small Crescent	weapon	elite	axe	1wep	60	61	1	64	45	axe	9ax	7ax
unique	465	Beholder		1		72a	ettin axe	weapon	elite	axe	1wep	72	70	-2	75	52	2ax	92a	72a
unique	490	Shapeshifter		1		7ba	silver-edged axe	weapon	elite	axe	slam	68	65	-3	69	48	bax	9ba	7ba
unique	297	Razor's Edge		1		7ha	tomahawk	weapon	elite	axe	1wep	60	54	-6	67	40	hax	9ha	7ha
unique	257	Hellslayer		1		7bt	Decapitator	weapon	elite	axe	slam	80	73	-7	80	54	btx	9bt	7bt
unique	463	Death Slaad		1		7ax	small crescent	weapon	elite	axe	1wep	69	61	-8	71	45	axe	9ax	7ax
unique	462	Marilith Edge		1		7ha	tomahawk	weapon	elite	axe	1wep	64	54	-10	68	40	hax	9ha	7ha
unique	489	Werewolf Slayer		1		7la	Feral Axe	weapon	elite	axe	slam	70	57	-13	77	42	lax	9la	7la
unique	488	Woodland Beast		1		7la	feral axe	weapon	elite	axe	slam	70	57	-13	75	42	lax	9la	7la
unique	327	Ethereal Edge		1		7ba	silver-edged axe	weapon	elite	axe	slam	82	65	-17	81	48	bax	9ba	7ba
unique	334	Widowmaker		1		6sw	ward bow	weapon	elite	bow		60	80	20	65	60	swb	8sw	6sw
unique	268	Eaglehorn		1		6l7	Crusader Bow	weapon	elite	bow		60	77	17	69	57	lbb	8l8	6l7
unique	798	Adamantine Bow		1		6lw	hydra bow	weapon	elite	bow		70	85	15	80	63	lwb	8lw	6lw
unique	791	Death Shade		1		6lb	Shadow Bow	weapon	elite	bow		50	63	13	60	47	lbw	8lb	6lb
unique	795	Celestial Strike		1		6s7	Diamond Bow	weapon	elite	bow		60	72	12	67	54	sbb	8s8	6s7
unique	793	Phantom Pegasus		1		6cb	Great Bow	weapon	elite	bow		56	68	12	64	51	cbw	8cb	6cb
unique	787	Black Widow		1		6sb	Spider Bow	weapon	elite	bow		50	55	5	60	41	sbw	8sb	6sb
unique	269	Windforce		1		6lw	Hydra Bow	weapon	elite	bow		80	85	5	85	63	lwb	8lw	6lw
unique	796	Elflord's Victory		1		6l7	crusader bow	weapon	elite	bow		74	77	3	79	57	lbb	8l8	6l7
unique	794	Nine Lives Stealer		1		6s7	diamond bow	weapon	elite	bow		71	72	1	77	54	sbb	8s8	6s7
unique	786	Arachnid's Bite		1		6sb	spider bow	weapon	elite	bow		57	55	-2	65	41	sbw	8sb	6sb
unique	1442	Harp of the Infernos		1		6cb	great bow	weapon	elite	bow		70	68	-2	80	51	cbw	8cb	6cb
unique	790	Golgomere		1		6lb	shadow bow	weapon	elite	bow		66	63	-3	72	47	lbw	8lb	6lb
unique	67	Hellclap		1		6sw	ward bow	weapon	elite	bow		85	80	-5	90	60	swb	8sw	6sw
unique	797	Patron of Perversity		1		6sw	ward bow	weapon	elite	bow		85	80	-5	85	60	swb	8sw	6sw
unique	776	Larissa's Aim		1		6l7	crusader bow	weapon	elite	bow		85	77	-8	85	57	lbb	8l8	6l7
unique	789	Razor Strike		1		6hb	Blade Bow	weapon	elite	bow		70	60	-10	80	45	hbw	8hb	6hb
unique	769	Final Flight		1		6s7	diamond bow	weapon	elite	bow		85	72	-13	86	54	sbb	8s8	6s7
unique	754	Freedom's Flight		1		6lb	Shadow Bow	weapon	elite	bow		85	63	-22	89	47	lbw	8lb	6lb
unique	788	Foxfire Leaf		1		6hb	blade bow	weapon	elite	bow		85	60	-25	89	45	hbw	8hb	6hb
unique	772	Sadira		1		6hb	blade bow	weapon	elite	bow		85	60	-25	90	45	hbw	8hb	6hb
unique	757	Carrion Wing		1		6sb	Spider Bow	weapon	elite	bow		85	55	-30	85	41	sbw	8sb	6sb
unique	387	Nord's Tenderizer		1		7cl	truncheon	weapon	elite	club	1wep	65	52	-13	68	39	clb	9cl	7cl
unique	579	Stirgi's Club		1		7cl	truncheon	weapon	elite	club	1wep	65	52	-13	70	39	clb	9cl	7cl
unique	299	Demon Limb		1		7sp	tyrant club	weapon	elite	club	1wep	71	57	-14	75	42	spc	9sp	7sp
unique	580	Rotbranch		1		7sp	tyrant club	weapon	elite	club	1wep	75	57	-18	82	42	spc	9sp	7sp
unique	1355	Silent Shank		1		7xf	War Fist	weapon	elite	h2h2	1wep	43	68	25	55	51	axf	9xf	7xf
unique	1359	Sin Sister		1		7tw	Runic Talons	weapon	elite	h2h2	1wep	60	81	21	75	60	btl	9tw	7tw
unique	1360	Avalanche Strike		1		7qr	scissors suwayyah	weapon	elite	h2h2	1wep	70	85	15	80	64	skr	9qr	7qr
unique	1352	Iniquity Razor		1		7ar	Suwayyah	weapon	elite	h2h2	1wep	45	59	14	55	44	ktr	9ar	7ar
unique	1361	Torturer's Trust		1		7qr	Scissors Suwayyah	weapon	elite	h2h2	1wep	75	85	10	83	64	skr	9qr	7qr
unique	311	Jade Talon		1		7wb	wrist sword	weapon	elite	h2h2	1wep	60	62	2	66	46	wrb	9wb	7wb
unique	1351	Wakazashi		1		7ar	suwayyah	weapon	elite	h2h2	1wep	57	59	2	64	44	ktr	9ar	7ar
unique	337	Shadow Killer		1		7cs	battle cestus	weapon	elite	h2h2	1wep	75	73	-2	78	54	ces	9cs	7cs
unique	1358	Skaadi's Claws		1		7tw	runic talons	weapon	elite	h2h2	1wep	85	81	-4	88	60	btl	9tw	7tw
unique	371	Firelizard's Talons		1		7lw	feral claws	weapon	elite	h2h2	1wep	84	78	-6	81	58	clw	9lw	7lw
unique	1353	Biteblade		1		7lw	feral claws	weapon	elite	h2h2	1wep	85	78	-7	81	58	clw	9lw	7lw
unique	1354	Nightwrath		1		7xf	war fist	weapon	elite	h2h2	1wep	75	68	-7	82	51	axf	9xf	7xf
unique	1356	Flaming Fist		1		7cs	battle cestus	weapon	elite	h2h2	1wep	83	73	-10	84	54	ces	9cs	7cs
unique	1357	Storm Talons		1		7wb	wrist sword	weapon	elite	h2h2	1wep	85	62	-23	85	46	wrb	9wb	7wb
unique	1317	Cold of Winter		1		7ar	Suwayyah	weapon	elite	h2h2	1wep	85	59	-26	83	44	ktr	9ar	7ar
unique	310	Stone Crusher		1		7wh	legendary mallet	weapon	elite	hamm	1wep	70	82	12	75	61	whm	9wh	7wh
unique	388	Earth Shifter		1		7gm	thunder maul	weapon	elite	hamm	slam	77	85	8	85	65	gma	9gm	7gm
unique	260	Schaefer's Hammer		1		7wh	Legendary Mallet	weapon	elite	hamm	1wep	83	82	-1	85	61	whm	9wh	7wh
unique	340	Windhammer		1		7m7	ogre maul	weapon	elite	hamm	slam	81	69	-12	83	51	mau	9m9	7m7
unique	593	Astral Dreadnought		1		7m7	ogre maul	weapon	elite	hamm	slam	85	69	-16	87	51	mau	9m9	7m7
unique	343	Demon's Arch		1		7s7	balrog spear	weapon	elite	jave	1wep	55	71	16	68	53	ssp	9s9	7s7
unique	858	Arc of the Rainbow		1		7ja	Hyperion Javelin	weapon	elite	jave	1wep	43	54	11	55	40	jav	9ja	7ja
unique	859	Woundripper		1		7pi	stygian pilum	weapon	elite	jave	1wep	52	62	10	61	46	pil	9pi	7pi
unique	389	Wraith Flight		1		7gl	ghost glaive	weapon	elite	jave	1wep	70	79	9	76	59	glv	9gl	7gl
unique	323	Gargoyle's Bite		1		7ts	winged harpoon	weapon	elite	jave	1wep	80	85	5	82	65	tsp	9ts	7ts
unique	861	Clockwork Horror		1		7s7	balrog spear	weapon	elite	jave	1wep	69	71	2	77	53	ssp	9s9	7s7
unique	860	Summerstrike		1		7pi	Stygian Pilum	weapon	elite	jave	1wep	60	62	2	70	46	pil	9pi	7pi
unique	862	Invisible Stalker		1		7gl	ghost glaive	weapon	elite	jave	1wep	85	79	-6	85	59	glv	9gl	7gl
unique	857	Jaguar's Claw		1		7ja	hyperion javelin	weapon	elite	jave	1wep	62	54	-8	70	40	jav	9ja	7ja
unique	307	Fleshripper		1		7kr	fanged knife	weapon	elite	knif	1wep	65	83	18	68	62	kri	9kr	7kr
unique	641	Elven Mystral		1		7di	mithral point	weapon	elite	knif	1wep	55	70	15	74	52	dir	9di	7di
unique	642	Fall Of Myth Drannor		1		7di	Mithral Point	weapon	elite	knif	1wep	55	70	15	62	52	dir	9di	7di
unique	336	Ghostflame		1		7bl	legend spike	weapon	elite	knif	1wep	70	85	15	70	66	bld	9bl	7bl
unique	417	Bloodpact Shard		1		7di	mithril point	weapon	elite	knif	1wep	60	70	10	67	52	dir	9di	7di
unique	173	Blackbog's Sharp		1		7kr	fanged knife	weapon	elite	knif	1wep	75	83	8	80	62	kri	9kr	7kr
unique	643	Chaos Wail		1		7kr	fanged knife	weapon	elite	knif	1wep	75	83	8	80	62	kri	9kr	7kr
unique	265	Wizardspike		1		7dg	Bone Knife	weapon	elite	knif	1wep	50	58	8	61	43	dgr	9dg	7dg
unique	640	Forbidden Rites		1		7dg	bone knife	weapon	elite	knif	1wep	55	58	3	70	43	dgr	9dg	7dg
unique	309	Horizon's Tornado		1		7fl	scourge	weapon	elite	mace	1wep	72	76	4	64	57	fla	9fl	7fl
unique	608	Soulgatherer		1		7mt	devil star	weapon	elite	mace	1wep	72	70	-2	77	52	mst	9mt	7mt
unique	606	Star Dust		1		7ma	reinforced mace	weapon	elite	mace	1wep	65	63	-2	75	47	mac	9ma	7ma
unique	607	Fist of Lachdanan		1		7ma	Reinforced Mace	weapon	elite	mace	1wep	70	63	-7	80	47	mac	9ma	7ma
unique	363	Stormlash		1		7fl	scourge	weapon	elite	mace	1wep	86	76	-10	82	57	fla	9fl	7fl
unique	1201	Unity of Mind		1		obe	vortex orb	weapon	elite	orb	1wep	65	84	19	73	63	ob4	ob9	obe
unique	1200	Soul Of The Tanar'Ri		1		obd	Demon Heart	weapon	elite	orb	1wep	60	75	15	68	56	ob3	ob8	obd
unique	1202	Athena's Tirade		1		obe	Vortex Orb	weapon	elite	orb	1wep	72	84	12	78	63	ob4	ob9	obe
unique	1199	Star of David		1		obd	demon heart	weapon	elite	orb	1wep	63	75	12	72	56	ob3	ob8	obd
unique	1198	Utterance of Power		1		obc	eldritch orb	weapon	elite	orb	1wep	56	67	11	65	50	ob2	ob7	obc
unique	1440	Globe of Obstruction		1		obb	heavenly stone	weapon	elite	orb	1wep	50	59	9	50	44	ob1	ob6	obb
unique	1203	Oracle's Riddle		1		obf	dimensional shard	weapon	elite	orb	1wep	80	85	5	84	66	ob5	oba	obf
unique	357	Death's Fathom		1		obf	dimensional shard	weapon	elite	orb	1wep	81	85	4	81	66	ob5	oba	obf
unique	370	Eschuta's temper		1		obc	eldritch orb	weapon	elite	orb	1wep	70	67	-3	75	50	ob2	ob7	obc
unique	1196	Star of Bethlehem		1		obb	heavenly stone	weapon	elite	orb	1wep	80	59	-21	80	44	ob1	ob6	obb
unique	1197	Haven of Light		1		obb	heavenly stone	weapon	elite	orb	1wep	85	59	-26	81	44	ob1	ob6	obb
unique	267	Stormspire		1		7wc	Giant Thresher	weapon	elite	pole	slam	60	85	25	75	66	wsc	9wc	7wc
unique	702	Dreadfear		1		7h7	Great Poleaxe	weapon	elite	pole	slam	73	84	11	77	63	hal	9h9	7h7
unique	696	Ogre Chieftain's Law		1		7o7	ogre axe	weapon	elite	pole	slam	55	60	5	70	45	bar	9b7	7o7
unique	700	Gatecleaver		1		7pa	cryptic axe	weapon	elite	pole	slam	75	79	4	79	59	pax	9pa	7pa
unique	698	Kydra's Judgement		1		7vo	Colossus Voulge	weapon	elite	pole	slam	60	64	4	70	48	vou	9vo	7vo
unique	697	Titan's Reach		1		7vo	colossus voulge	weapon	elite	pole	slam	60	64	4	75	48	vou	9vo	7vo
unique	329	The Reaper's Toll		1		7s8	thresher	weapon	elite	pole	slam	70	71	1	75	53	scy	9s8	7s8
unique	699	Winter Solstice		1		7s8	thresher	weapon	elite	pole	slam	70	71	1	75	53	scy	9s8	7s8
unique	701	Cloud Giant's Axe		1		7h7	great poleaxe	weapon	elite	pole	slam	85	84	-1	87	63	hal	9h9	7h7
unique	301	Tomb Reaver		1		7pa	cryptic axe	weapon	elite	pole	slam	86	79	-7	84	59	pax	9pa	7pa
unique	390	Bonehew		1		7o7	ogre axe	weapon	elite	pole	slam	75	60	-15	80	45	bar	9b7	7o7
unique	383	Astreon's Iron Ward		1		7ws	caduceus	weapon	elite	scep	1wep	70	85	15	75	66	wsp	9ws	7ws
unique	623	Wrath of the Seraphim		1		7ws	caduceus	weapon	elite	scep	1wep	80	85	5	86	66	wsp	9ws	7ws
unique	622	Wrath Of Heaven		1		7qs	Seraph Rod	weapon	elite	scep	1wep	72	76	4	77	57	gsc	9qs	7qs
unique	621	Celestial Judgment		1		7qs	seraph rod	weapon	elite	scep	1wep	78	76	-2	81	57	gsc	9qs	7qs
unique	374	Heaven's Light		1		7sc	mighty scepter	weapon	elite	scep	1wep	69	62	-7	75	46	scp	9sc	7sc
unique	392	The Redeemer		1		7sc	mighty scepter	weapon	elite	scep	1wep	85	62	-23	85	46	scp	9sc	7sc
unique	345	Steel Pillar		1		7p7	war pike	weapon	elite	spea		60	85	25	69	66	pik	9p9	7p7
unique	667	Breath Of Fire		1		7tr	Stygian Pike	weapon	elite	spea		50	66	16	58	49	tri	9tr	7tr
unique	670	Spirit Light		1		7st	Ghost Spear	weapon	elite	spea		68	83	15	72	62	spt	9st	7st
unique	665	Ice Mephit		1		7sr	hyperion spear	weapon	elite	spea		54	58	4	60	43	spr	9sr	7sr
unique	671	Prancing Pike		1		7p7	war pike	weapon	elite	spea		86	85	-1	86	66	pik	9p9	7p7
unique	326	Viperfork		1		7br	war fork	weapon	elite	spea		75	74	-1	81	55	brn	9br	7br
unique	669	Spirit of Lachdanan		1		7st	ghost spear	weapon	elite	spea		85	83	-2	90	62	spt	9st	7st
unique	668	Imperial Passion		1		7br	mancatcher	weapon	elite	spea		85	74	-11	85	55	brn	9br	7br
unique	646	Zealot's Branch		1		7tr	Stygian Pike	weapon	elite	spea		85	66	-19	85	49	tri	9tr	7tr
unique	385	Arioc's Needle		1		7sr	hyperion spear	weapon	elite	spea		85	58	-27	81	43	spr	9sr	7sr
unique	728	Gorgon Strength		1		6ls	Stalagmite	weapon	elite	staf	slam	46	66	20	55	49	lst	8ls	6ls
unique	726	Jadrik's Torment		1		6ss	Walking Stick	weapon	elite	staf	slam	40	58	18	49	43	sst	8ss	6ss
unique	391	Ondal's Wisdom		1		6cs	elder staff	weapon	elite	staf	slam	60	74	14	66	55	cst	8cs	6cs
unique	731	Sanctuary		1		6bs	Shillelagh	weapon	elite	staf	slam	70	83	13	76	62	bst	8bs	6bs
unique	730	Summoner's Risk		1		6bs	Shillelagh	weapon	elite	staf	slam	73	83	10	79	62	bst	8bs	6bs
unique	708	Everdusk		1		6ws	archon staff	weapon	elite	staf	slam	79	85	6	80	66	wst	8ws	6ws
unique	727	Ogden's Wisdom		1		6ls	stalagmite	weapon	elite	staf	slam	63	66	3	69	49	lst	8ls	6ls
unique	729	Light of Ra		1		6cs	elder staff	weapon	elite	staf	slam	75	74	-1	80	55	cst	8cs	6cs
unique	325	Mang Song's Lesson		1		6ws	archon staff	weapon	elite	staf	slam	86	85	-1	82	66	wst	8ws	6ws
unique	725	Road to Perdition		1		6ss	walking stick	weapon	elite	staf	slam	59	58	-1	67	43	sst	8ss	6ss
unique	537	Call Of Heroes		1		7wd	Mythical Sword	weapon	elite	swor	1wep	60	85	25	70	66	wsd	9wd	7wd
unique	368	Frostwind		1		7ls	cryptic sword	weapon	elite	swor	1wep	60	82	22	70	61	lsd	9ls	7ls
unique	532	Kraken's Lash		1		7fc	Hydra Edge	weapon	elite	swor	1wep	50	69	19	57	51	flc	9fc	7fc
unique	531	Megalodon's Bite		1		7fc	hydra edge	weapon	elite	swor	1wep	50	69	19	65	51	flc	9fc	7fc
unique	292	Bloodmoon		1		7sb	elegant blade	weapon	elite	swor	1wep	45	63	18	61	47	sbr	9sb	7sb
unique	533	Deathfriend		1		7bs	conquest sword	weapon	elite	swor	1wep	60	78	18	70	58	bsd	9bs	7bs
unique	534	King's Bounty		1		7bs	Conquest Sword	weapon	elite	swor	1wep	60	78	18	74	58	bsd	9bs	7bs
unique	262	Lightsabre		1		7cr	Phase Blade	weapon	elite	swor	1wep	55	73	18	58	54	crs	9cr	7cr
unique	528	Rabbit Slayer		1		7ss	Falcata	weapon	elite	swor	1wep	40	56	16	49	42	ssd	9ss	7ss
unique	559	Demand for Justice		1		7gd	colossus blade	weapon	elite	swor	slam	70	85	15	75	63	gsd	9gd	7gd
unique	563	Blade Of Mythos		1		72h	Legend Sword	weapon	elite	swor	slam	45	59	14	54	44	2hs	92h	72h
unique	503	Irksome Edge		1		7cr	phase blade	weapon	elite	swor	1wep	60	73	13	65	54	crs	9cr	7cr
unique	263	Doombringer		1		7b7	Champion Sword	weapon	elite	swor	slam	65	77	12	69	57	bsw	9b9	7b7
unique	529	Badger's Bite		1		7sm	ataghan	weapon	elite	swor	1wep	50	61	11	64	45	scm	9sm	7sm
unique	293	Djinn Slayer		1		7sm	ataghan	weapon	elite	swor	1wep	50	61	11	65	45	scm	9sm	7sm
unique	356	Flamebellow		1		7gs	balrog blade	weapon	elite	swor	slam	60	71	11	71	53	gis	9gs	7gs
unique	566	Splitting Skulls		1		7gs	balrog blade	weapon	elite	swor	slam	60	71	11	77	53	gis	9gs	7gs
unique	565	Vorpal Blade		1		7cm	Highland Blade	weapon	elite	swor	slam	56	66	10	60	49	clm	9cm	7cm
unique	562	Dragon's Breach		1		72h	legend sword	weapon	elite	swor	slam	50	59	9	65	44	2hs	92h	72h
unique	569	Holy Avenger		1		7fb	Colossus Sword	weapon	elite	swor	slam	71	80	9	75	60	flb	9fb	7fb
unique	527	Celestial Lion		1		7ss	falcata	weapon	elite	swor	1wep	50	56	6	60	42	ssd	9ss	7ss
unique	530	Wight's Touch		1		7sb	elegant blade	weapon	elite	swor	1wep	60	63	3	60	47	sbr	9sb	7sb
unique	536	Fury of the Owlbear		1		7wd	mythical sword	weapon	elite	swor	1wep	83	85	2	87	66	wsd	9wd	7wd
unique	570	Grandmaster's Glory		1		7gd	colossus blade	weapon	elite	swor	slam	83	85	2	87	63	gsd	9gd	7gd
unique	567	Deadly Hunter		1		7b7	champion sword	weapon	elite	swor	slam	76	77	1	80	57	bsw	9b9	7b7
unique	535	Rhinoceros Strength		1		7ls	cryptic sword	weapon	elite	swor	1wep	83	82	-1	85	61	lsd	9ls	7ls
unique	564	Blade of Conan		1		7cm	highland blade	weapon	elite	swor	slam	70	66	-4	75	49	clm	9cm	7cm
unique	1471	Harrogaths Last Stand		1		7fb	colossus sword	weapon	elite	swor	slam	85	80	-5	92	60	flb	9fb	7fb
unique	1473	El Druin		1		7gs	balrog blade	weapon	elite	swor	slam	80	71	-9	85	53	gis	9gs	7gs
unique	415	Dreadfang		1		72h	legend sword	weapon	elite	swor	slam	69	59	-10	61	44	2hs	92h	72h
unique	304	Azurewrath		1		7cr	phase blade	weapon	elite	swor	1wep	85	73	-12	85	54	crs	9cr	7cr
unique	554	Thunderclap		1		72h	legend sword	weapon	elite	swor	slam	85	59	-26	81	44	2hs	92h	72h
unique	324	Lacerator		1		7b8	winged axe	weapon	elite	taxe	1wep	74	80	6	80	60	bal	9b8	7b8
unique	875	Golden Wyndlass		1		7b8	winged axe	weapon	elite	taxe	1wep	85	80	-5	85	60	bal	9b8	7b8
unique	874	Winged Serpent		1		7ta	flying axe	weapon	elite	taxe	1wep	72	56	-16	77	42	tax	9ta	7ta
unique	338	Gimmershred		1		7ta	flying axe	weapon	elite	taxe	1wep	74	56	-18	80	42	tax	9ta	7ta
unique	889	Frostbite Shard		1		7bk	winged knife	weapon	elite	tkni	1wep	75	77	2	80	57	bkf	9bk	7bk
unique	888	Shard of the North Star		1		7tk	flying knife	weapon	elite	tkni	1wep	70	64	-6	75	48	tkf	9tk	7tk
unique	295	Warshrike		1		7bk	winged knife	weapon	elite	tkni	1wep	83	77	-6	75	57	bkf	9bk	7bk
unique	879	Butcher's Paring Knives		1		7bk	winged knife	weapon	elite	tkni	1wep	85	77	-8	80	57	bkf	9bk	7bk
unique	882	Swarming Blades		1		7tk	flying knife	weapon	elite	tkni	1wep	80	64	-16	80	48	tkf	9tk	7tk
unique	887	Fallen Glory		1		7tk	flying knife	weapon	elite	tkni	1wep	85	64	-21	80	48	tkf	9tk	7tk
unique	302	Death's Web1		1		7gw	unearthed wand	weapon	elite	wand	1wep	60	86	26	70	64	gwn	9gw	7gw
unique	753	Pull of Darkness		1		7gw	unearthed wand	weapon	elite	wand	1wep	70	86	16	70	64	gwn	9gw	7gw
unique	749	Darkmantle		1		7wn	Polished Wand	weapon	elite	wand	1wep	40	55	15	50	41	wnd	9wn	7wn
unique	751	Spectral Image		1		7yw	Ghost Wand	weapon	elite	wand	1wep	60	65	5	65	48	ywn	9yw	7yw
unique	752	Vengeance of the Wronged		1		7bw	lich wand	weapon	elite	wand	1wep	72	75	3	79	56	bwn	9bw	7bw
unique	750	Chorus of the Cursed		1		7yw	ghost wand	weapon	elite	wand	1wep	66	65	-1	73	48	ywn	9yw	7yw
unique	748	Voice of Reason		1		7wn	polished wand	weapon	elite	wand	1wep	60	55	-5	68	41	wnd	9wn	7wn
unique	354	Boneshade		1		7bw	lich wand	weapon	elite	wand	1wep	85	75	-10	83	56	bwn	9bw	7bw
unique	819	Doubleshot Machine		1		6lx	Pellet Bow	weapon	elite	xbow		45	57	12	55	42	lxb	8lx	6lx
unique	821	Grey Render		1		6mx	Gorgon Crossbow	weapon	elite	xbow		56	67	11	64	50	mxb	8mx	6mx
unique	296	Gut Siphon		1		6rx	demon crossbow	weapon	elite	xbow		80	84	4	80	63	rxb	8rx	6rx
unique	822	Bluebeard		1		6hx	colossus crossbow	weapon	elite	xbow		74	75	1	79	56	hxb	8hx	6hx
unique	331	Hellrack		1		6hx	colossus crossbow	weapon	elite	xbow		74	75	1	76	56	hxb	8hx	6hx
unique	823	Thor's Bolt		1		6rx	demon crossbow	weapon	elite	xbow		85	84	-1	85	63	rxb	8rx	6rx
unique	820	Wightslayer		1		6mx	gorgon crossbow	weapon	elite	xbow		68	67	-1	74	50	mxb	8mx	6mx
unique	818	Stoneblaster		1		6lx	pellet bow	weapon	elite	xbow		59	57	-2	67	42	lxb	8lx	6lx
unique	1157	The Four Winds		1		am7	ceremonial bow	weapon	exceptional	abow		30	47	17	40	35	am2	am7	amc
unique	1153	Brightmangler		1		am6	ashwood bow	weapon	exceptional	abow		25	39	14	40	29	am1	am6	amb
unique	1155	Windrunner		1		am6	ashwood bow	weapon	exceptional	abow		25	39	14	33	29	am1	am6	amb
unique	1156	Distant Thunder		1		am7	ceremonial bow	weapon	exceptional	abow		35	47	12	45	35	am2	am7	amc
unique	285	Lycander's Aim		1		am7	Ceremonial Bow	weapon	exceptional	abow		40	47	7	42	35	am2	am7	amc
unique	1164	Lady in Waiting		1		ama	ceremonial javelin	weapon	exceptional	ajav	1wep	40	35	-5	60	26	am5	ama	amf
unique	1171	Vile Temptress		1		am8	ceremonial spear	weapon	exceptional	aspe		24	43	19	35	32	am3	am8	amd
unique	1172	Silverdawn		1		am8	ceremonial spear	weapon	exceptional	aspe		25	43	18	33	32	am3	am8	amd
unique	286	Lycander's Flank		1		am9	Ceremonial Pike	weapon	exceptional	aspe		35	51	16	42	38	am4	am9	ame
unique	1173	Murder's Mistress		1		am9	ceremonial pike	weapon	exceptional	aspe		35	51	16	50	38	am4	am9	ame
unique	141	The Minotaur1		1		9gi	Ancient Axe	weapon	exceptional	axe	slam	40	51	11	45	25	gix	9gi	7gi
unique	137	Warlord's Trust		1		9la	Military Axe	weapon	exceptional	axe	slam	25	34	9	35	22	lax	9la	7la
unique	136	Guardian Naga		1		9wa	Naga	weapon	exceptional	axe	1wep	40	48	8	48	25	wax	9wa	7wa
